Player Name,Player ID,Player Team,Position,Avg Min,Offensive Rating,Defensive Rating,Player Height,Player Weight,Height Guarded,Weight Guarded,GuardedHeightDifference,GuardedWeightDifference
Sandro Mamukelashvili,1630572,SAS,Forward-Center,6.92,0.16,0.31,205.74,240.0,,,,
Nickeil Alexander-Walker,1629638,MIN,Guard,23.06,0.14,0.23,195.58,205.0,,,,
Karl-Anthony Towns,1626157,MIN,Center-Forward,33.21,0.37,0.26,213.36,248.0,202.57,225.08,10.79,22.92
Rudy Gobert,203497,MIN,Center,33.04,0.2,0.28,215.9,258.0,206.13,232.42,9.77,25.58
Anthony Edwards,1630162,MIN,Guard,34.93,0.38,0.18,193.04,225.0,,,,
Mike Conley,201144,MIN,Guard,29.09,0.19,0.19,182.88,175.0,196.09,207.72,-13.21,-32.72
Troy Brown Jr,1628972,MIN,Guard-Forward,11.25,0.19,0.28,200.66,215.0,197.99,212.09,2.67,2.91
Naz Reid,1629675,MIN,Center-Forward,22.42,0.28,0.22,205.74,264.0,201.21,220.26,4.53,43.74
Kyle Anderson,203937,MIN,Forward-Guard,22.12,0.14,0.2,205.74,230.0,199.29,215.41,6.45,14.59
Shake Milton,1629003,MIN,Guard-Forward,13.16,0.19,0.22,195.58,205.0,196.49,207.31,-0.91,-2.31
Josh Minott,1631169,MIN,Forward,3.2,0.31,0.28,203.2,205.0,200.98,221.04,2.22,-16.04
Wendell Moore Jr,1631111,MIN,Guard,3.08,0.1,0.16,195.58,215.0,,,,
Daishen Nix,1630227,MIN,Guard,3.5,0.18,0.14,190.5,226.0,195.31,206.12,-4.81,19.88
Gordon Hayward,202330,CHA,Forward,31.92,0.24,0.18,200.66,225.0,199.75,215.56,0.91,9.44
Miles Bridges,1628970,CHA,Forward,37.26,0.29,0.23,200.66,225.0,,,,
Nick Richards,1630208,CHA,Center,25.14,0.19,0.32,213.36,245.0,,,,
Brandon Miller,1641706,CHA,Forward,31.0,0.25,0.28,200.66,200.0,,,,
Terry Rozier,1626179,MIA,Guard,34.6,0.31,0.22,185.42,190.0,,,,
Ish Smith,202397,CHA,Guard,16.62,0.11,0.25,182.88,175.0,,,,
PJ Washington,1629023,CHA,Forward,29.1,0.22,0.29,200.66,230.0,,,,
Bryce McGowens,1631121,CHA,Guard,16.03,0.17,0.22,198.12,175.0,198.2,212.25,-0.08,-37.25
Leaky Black,1641778,CHA,Forward,6.59,0.12,0.23,198.12,209.0,198.98,214.33,-0.86,-5.33
James Bouknight,1630547,CHA,Guard,6.08,0.33,0.17,193.04,190.0,195.89,207.32,-2.85,-17.32
Theo Maledon,1630177,PHX,Guard,15.46,0.12,0.22,193.04,175.0,194.85,206.65,-1.81,-31.65
Nick Smith Jr,1641733,CHA,Guard,15.03,0.22,0.2,187.96,185.0,195.33,205.57,-7.37,-20.57
JT Thor,1630550,CHA,Forward,14.05,0.1,0.24,205.74,203.0,200.67,220.68,5.07,-17.68
DeMar DeRozan,201942,CHI,Guard-Forward,37.43,0.31,0.2,198.12,220.0,199.21,216.4,-1.09,3.6
Patrick Williams,1630172,CHI,Forward,27.3,0.18,0.23,200.66,215.0,,,,
Nikola Vucevic,202696,CHI,Center,33.91,0.26,0.29,208.28,260.0,206.36,238.35,1.92,21.65
Alex Caruso,1627936,CHI,Guard,26.4,0.19,0.26,195.58,186.0,197.72,213.45,-2.14,-27.45
Coby White,1629632,CHI,Guard,36.02,0.28,0.29,195.58,195.0,,,,
Ayo Dosunmu,1630245,CHI,Guard,24.32,0.2,0.22,195.58,200.0,,,,
Torrey Craig,1628470,CHI,Forward,21.26,0.15,0.27,195.58,221.0,201.35,222.42,-5.77,-1.42
Julian Phillips,1641763,CHI,Forward,6.12,0.14,0.25,203.2,198.0,,,,
Andre Drummond,203083,CHI,Center,15.82,0.29,0.3,210.82,279.0,,,,
Dalen Terry,1631207,CHI,Forward,9.66,0.13,0.19,200.66,195.0,,,,
Jevon Carter,1628975,CHI,Guard,13.72,0.2,0.22,185.42,200.0,,,,
Terry Taylor,1630678,CHI,Forward,7.53,0.13,0.25,193.04,230.0,,,,
Luguentz Dort,1629652,OKC,Guard,28.46,0.16,0.24,193.04,220.0,,,,
Jalen Williams,1631114,OKC,Guard-Forward,31.98,0.29,0.17,195.58,211.0,,,,
Chet Holmgren,1631096,OKC,Center-Forward,30.08,0.28,0.29,215.9,208.0,,,,
Josh Giddey,1630581,OKC,Guard,24.77,0.22,0.22,203.2,216.0,,,,
Shai Gilgeous-Alexander,1628983,OKC,Guard,34.36,0.44,0.22,198.12,195.0,,,,
Jaylin Williams,1631119,OKC,Forward,12.12,0.15,0.33,205.74,240.0,,,,
Isaiah Joe,1630198,OKC,Guard,18.79,0.22,0.22,190.5,165.0,,,,
Cason Wallace,1641717,OKC,Guard,21.1,0.15,0.24,190.5,195.0,,,,
Tre Mann,1630544,OKC,Guard,9.23,0.25,0.16,190.5,178.0,195.61,205.07,-5.11,-27.07
Aaron Wiggins,1630598,OKC,Guard,13.49,0.22,0.24,195.58,190.0,,,,
Kenrich Williams,1629026,OKC,Guard-Forward,15.14,0.15,0.26,198.12,210.0,,,,
Davis Bertans,202722,OKC,Forward,6.13,0.22,0.22,208.28,225.0,200.43,218.47,7.85,6.53
Vasilije Micic,203995,OKC,Guard,11.93,0.15,0.17,190.5,188.0,197.35,211.02,-6.85,-23.02
Aleksej Pokusevski,1630197,OKC,Forward,6.12,0.08,0.4,213.36,210.0,201.81,219.88,11.55,-9.88
Olivier Sarr,1630846,OKC,Center,7.5,0.13,0.24,208.28,240.0,205.02,237.58,3.26,2.42
Dillon Brooks,1628415,HOU,Guard-Forward,31.42,0.24,0.29,198.12,225.0,199.71,217.78,-1.59,7.22
Jabari Smith Jr,1631095,HOU,Forward,31.52,0.23,0.26,210.82,220.0,201.65,221.31,9.17,-1.31
Alperen Sengun,1630578,HOU,Center,32.72,0.34,0.33,210.82,243.0,205.87,236.9,4.95,6.1
Jalen Green,1630224,HOU,Guard,30.79,0.31,0.18,193.04,186.0,197.7,209.05,-4.66,-23.05
Fred VanVleet,1627832,HOU,Guard,37.16,0.22,0.2,182.88,197.0,196.41,209.14,-13.53,-12.14
Aaron Holiday,1628988,HOU,Guard,17.16,0.19,0.19,182.88,185.0,195.35,205.28,-12.47,-20.28
Jae'Sean Tate,1630256,HOU,Forward,18.16,0.14,0.24,193.04,230.0,199.92,218.99,-6.88,11.01
Tari Eason,1631106,HOU,Forward,21.82,0.24,0.22,203.2,215.0,199.92,218.42,3.28,-3.42
Reggie Bullock Jr,203493,HOU,Guard-Forward,9.22,0.12,0.24,198.12,205.0,198.2,211.47,-0.08,-6.47
Boban Marjanovic,1626246,HOU,Center,5.5,0.2,0.3,223.52,290.0,206.18,229.78,17.34,60.22
Nate Williams,1631466,HOU,Guard,7.86,0.21,0.26,195.58,205.0,198.32,208.22,-2.74,-3.22
Simone Fontecchio,1631323,UTA,Forward,23.06,0.19,0.2,200.66,209.0,199.68,216.12,0.98,-7.12
John Collins,1628381,UTA,Forward-Center,27.53,0.24,0.27,205.74,226.0,202.86,229.38,2.88,-3.38
Omer Yurtseven,1630209,UTA,Center,10.23,0.17,0.38,210.82,275.0,,,,
Ochai Agbaji,1630534,UTA,Guard,19.84,0.13,0.23,195.58,215.0,198.4,213.64,-2.82,1.36
Keyonte George,1641718,UTA,Guard,24.26,0.23,0.23,193.04,185.0,195.89,208.44,-2.85,-23.44
Walker Kessler,1631117,UTA,Center,23.2,0.18,0.31,213.36,245.0,204.4,232.94,8.96,12.06
Collin Sexton,1629012,UTA,Guard,24.31,0.35,0.21,190.5,190.0,196.64,209.39,-6.14,-19.39
Taylor Hendricks,1641707,UTA,Forward,13.92,0.16,0.27,205.74,215.0,199.3,215.85,6.44,-0.85
Talen Horton-Tucker,1629659,UTA,Guard,21.03,0.27,0.25,193.04,234.0,198.34,215.49,-5.3,18.51
Kris Dunn,1627739,UTA,Guard,17.56,0.13,0.2,190.5,205.0,196.6,209.02,-6.1,-4.02
Luka Samanic,1629677,UTA,Forward,6.18,0.2,0.17,208.28,227.0,202.14,219.17,6.14,7.83
Kelly Olynyk,203482,UTA,Forward-Center,20.53,0.19,0.32,210.82,240.0,201.55,225.67,9.27,14.33
Dante Exum,203957,DAL,Guard,19.75,0.22,0.22,195.58,214.0,196.81,210.29,-1.23,3.71
Derrick Jones Jr,1627884,DAL,Forward,25.74,0.18,0.23,198.12,210.0,199.05,216.2,-0.93,-6.2
Dereck Lively II,1641726,DAL,Center,26.03,0.18,0.36,215.9,230.0,205.0,235.21,10.9,-5.21
Kyrie Irving,202681,DAL,Guard,33.3,0.39,0.19,187.96,195.0,197.29,209.85,-9.33,-14.85
Luka Doncic,1629029,DAL,Forward-Guard,37.48,0.45,0.24,200.66,230.0,199.82,217.73,0.84,12.27
Tim Hardaway Jr,203501,DAL,Guard-Forward,30.22,0.3,0.22,195.58,205.0,198.33,213.56,-2.75,-8.56
Seth Curry,203552,DAL,Guard,12.67,0.17,0.2,185.42,185.0,196.42,205.88,-11.0,-20.88
Dwight Powell,203939,DAL,Forward-Center,15.54,0.13,0.34,208.28,240.0,204.55,236.22,3.73,3.78
Olivier-Maxence Prosper,1641765,DAL,Forward,9.48,0.14,0.18,200.66,230.0,199.84,217.96,0.82,12.04
Jaden Hardy,1630702,DAL,Guard,16.14,0.24,0.22,190.5,198.0,197.62,210.3,-7.12,-12.3
AJ Lawson,1630639,DAL,Guard,9.82,0.22,0.2,198.12,179.0,197.87,210.72,0.25,-31.72
Richaun Holmes,1626158,DAL,Forward,10.59,0.2,0.33,205.74,235.0,205.45,234.86,0.29,0.14
Markieff Morris,202693,DAL,Forward,9.44,0.15,0.29,205.74,245.0,203.23,230.95,2.51,14.05
Shaedon Sharpe,1631101,POR,Guard,33.06,0.25,0.22,195.58,205.0,197.13,211.52,-1.55,-6.52
Toumani Camara,1641739,POR,Forward,23.68,0.15,0.27,200.66,226.0,198.58,214.47,2.08,11.53
Duop Reath,1641871,POR,Center,17.61,0.24,0.34,205.74,245.0,204.53,226.9,1.21,18.1
Anfernee Simons,1629014,POR,Guard,33.58,0.36,0.26,190.5,193.0,197.33,210.32,-6.83,-17.32
Malcolm Brogdon,1627763,POR,Guard,28.58,0.28,0.19,193.04,229.0,198.26,214.37,-5.22,14.63
Scoot Henderson,1630703,POR,Guard,26.28,0.24,0.32,190.5,202.0,196.54,209.72,-6.04,-7.72
Jabari Walker,1631133,POR,Forward,21.43,0.21,0.23,200.66,227.0,202.06,221.44,-1.4,5.56
Matisse Thybulle,1629680,POR,Guard-Forward,22.7,0.11,0.23,195.58,201.0,197.5,212.12,-1.92,-11.12
Kris Murray,1631200,POR,Forward,12.32,0.14,0.16,203.2,210.0,198.27,212.16,4.93,-2.16
Ibou Badji,1630641,POR,Center,13.5,0.06,0.33,213.36,240.0,205.49,230.19,7.87,9.81
Moses Brown,1629650,POR,Center,9.22,0.12,0.43,218.44,258.0,207.7,236.17,10.74,21.83
Skylar Mays,1630219,LAL,Guard,15.48,0.2,0.21,190.5,205.0,196.85,210.84,-6.35,-5.84
Rayan Rupert,1641712,POR,Guard-Forward,7.56,0.18,0.18,198.12,185.0,197.63,206.46,0.49,-21.46
Andrew Wiggins,203952,GSW,Forward,27.18,0.23,0.25,200.66,197.0,198.33,213.14,2.33,-16.14
Draymond Green,203110,GSW,Forward,26.55,0.15,0.25,198.12,230.0,202.78,227.78,-4.66,2.22
Kevon Looney,1626172,GSW,Forward,19.5,0.15,0.38,205.74,222.0,205.97,236.3,-0.23,-14.3
Klay Thompson,202691,GSW,Guard,30.83,0.28,0.21,198.12,220.0,198.8,215.64,-0.68,4.36
Stephen Curry,201939,GSW,Guard,33.49,0.4,0.22,187.96,185.0,197.55,211.16,-9.59,-26.16
Moses Moody,1630541,GSW,Guard,18.09,0.25,0.22,195.58,211.0,198.86,213.3,-3.28,-2.3
Dario Saric,203967,GSW,Forward-Center,20.43,0.26,0.35,208.28,225.0,203.62,227.99,4.66,-2.99
Chris Paul,101108,GSW,Guard,27.59,0.16,0.2,182.88,175.0,197.71,211.35,-14.83,-36.35
Brandin Podziemski,1641764,GSW,Guard,24.89,0.2,0.24,193.04,205.0,197.21,212.01,-4.17,-7.01
Jonathan Kuminga,1630228,GSW,Forward,24.35,0.31,0.24,200.66,225.0,199.7,216.36,0.96,8.64
Trayce Jackson-Davis,1631218,GSW,Forward,14.21,0.25,0.32,205.74,245.0,204.81,235.54,0.93,9.46
Cory Joseph,202709,GSW,Guard,11.68,0.09,0.25,187.96,200.0,196.55,208.05,-8.59,-8.05
Gary Payton II,1627780,GSW,Guard,16.5,0.16,0.21,187.96,195.0,196.91,212.05,-8.95,-17.05
Michael Porter Jr,1629008,DEN,Forward,31.55,0.26,0.19,208.28,218.0,199.62,215.18,8.66,2.82
Aaron Gordon,203932,DEN,Forward,32.02,0.22,0.21,203.2,235.0,201.55,226.03,1.65,8.97
Nikola Jokic,203999,DEN,Center,33.66,0.42,0.34,210.82,284.0,205.6,234.01,5.22,49.99
Kentavious Caldwell-Pope,203484,DEN,Guard,32.38,0.15,0.17,195.58,204.0,196.98,208.35,-1.4,-4.35
Jamal Murray,1627750,DEN,Guard,31.8,0.36,0.26,193.04,215.0,196.8,209.38,-3.76,5.62
Reggie Jackson,202704,DEN,Guard,23.14,0.26,0.26,187.96,208.0,196.21,208.53,-8.25,-0.53
Peyton Watson,1631212,DEN,Guard,17.83,0.19,0.25,200.66,200.0,199.46,216.9,1.2,-16.9
Christian Braun,1631128,DEN,Guard,18.9,0.2,0.22,198.12,220.0,197.33,210.88,0.79,9.12
Julian Strawther,1631124,DEN,Guard,13.91,0.22,0.19,198.12,205.0,196.97,210.29,1.15,-5.29
DeAndre Jordan,201599,DEN,Center,12.21,0.2,0.31,210.82,265.0,204.46,231.88,6.36,33.12
Collin Gillespie,1631221,DEN,Guard,7.0,0.12,0.3,185.42,195.0,193.33,200.01,-7.91,-5.01
Justin Holiday,203200,DEN,Forward-Guard,12.89,0.13,0.22,198.12,180.0,198.05,212.17,0.07,-32.17
Braxton Key,1630296,DEN,Forward,3.38,0.18,0.25,203.2,225.0,198.99,216.54,4.21,8.46
Zeke Nnaji,1630192,DEN,Forward-Center,9.38,0.19,0.29,205.74,240.0,202.52,225.17,3.22,14.83
Kawhi Leonard,202695,LAC,Forward,34.45,0.37,0.21,200.66,225.0,199.87,218.33,0.79,6.67
Paul George,202331,LAC,Forward,34.05,0.35,0.24,203.2,220.0,198.57,214.7,4.63,5.3
Ivica Zubac,1627826,LAC,Center,27.05,0.24,0.36,213.36,240.0,204.75,234.42,8.61,5.58
Terance Mann,1629611,LAC,Guard-Forward,25.18,0.16,0.21,195.58,215.0,196.6,210.28,-1.02,4.72
James Harden,201935,LAC,Guard,34.15,0.26,0.23,195.58,220.0,198.18,213.13,-2.6,6.87
Russell Westbrook,201566,LAC,Guard,22.91,0.26,0.18,193.04,200.0,197.83,212.97,-4.79,-12.97
Daniel Theis,1628464,LAC,Forward-Center,17.25,0.18,0.36,203.2,245.0,202.98,226.23,0.22,18.77
Norman Powell,1626181,LAC,Guard,25.41,0.28,0.19,193.04,215.0,196.91,209.89,-3.87,5.11
Kobe Brown,1641738,LAC,Forward,9.21,0.12,0.26,200.66,250.0,199.75,215.55,0.91,34.45
Amir Coffey,1629599,LAC,Guard-Forward,16.59,0.18,0.21,200.66,210.0,196.71,209.63,3.95,0.37
Bones Hyland,1630538,LAC,Guard,13.21,0.23,0.26,187.96,169.0,196.32,208.19,-8.36,-39.19
PJ Tucker,200782,LAC,Forward,16.0,0.04,0.26,195.58,245.0,202.58,230.01,-7.0,14.99
Mark Williams,1631109,CHA,Center,26.74,0.26,0.34,213.36,240.0,206.65,234.28,6.71,5.72
LaMelo Ball,1630163,CHA,Guard,32.36,0.38,0.22,200.66,180.0,,,,
Joe Harris,203925,DET,Guard-Forward,10.6,0.1,0.2,198.12,220.0,200.06,213.25,-1.94,6.75
Jett Howard,1641724,ORL,Guard,3.64,0.22,0.23,198.12,215.0,198.73,206.81,-0.61,8.19
Jules Bernard,1631262,WAS,Guard,4.2,0.16,0.18,198.12,210.0,197.14,211.66,0.98,-1.66
Isaiah Mobley,1630600,CLE,Forward,4.67,0.2,0.47,203.2,238.0,199.61,221.25,3.59,16.75
Cole Swider,1631306,MIA,Forward,4.89,0.29,0.15,203.2,220.0,198.83,214.13,4.37,5.87
Luka Garza,1630568,MIN,Center,2.8,0.38,0.36,208.28,243.0,,,,
Jordan McLaughlin,1629162,MIN,Guard,9.22,0.11,0.19,182.88,185.0,192.9,200.37,-10.02,-15.37
Ousmane Dieng,1631172,OKC,Forward,11.22,0.17,0.22,205.74,185.0,200.09,217.15,5.65,-32.15
Dominick Barlow,1631230,SAS,Forward,13.41,0.17,0.4,205.74,215.0,204.47,232.92,1.27,-17.92
Blake Wesley,1631104,SAS,Guard,11.74,0.16,0.25,190.5,185.0,,,,
Jeff Green,201145,HOU,Forward,16.64,0.19,0.24,203.2,235.0,202.12,226.37,1.08,8.63
Jalen Pickett,1629618,DEN,Guard,6.06,0.18,0.23,187.96,202.0,196.17,209.14,-8.21,-7.14
Hunter Tyson,1641816,DEN,Forward,2.78,0.04,0.33,203.2,215.0,200.73,215.01,2.47,-0.01
Jordan Clarkson,203903,UTA,Guard,30.03,0.28,0.19,190.5,194.0,197.75,212.37,-7.25,-18.37
Justin Minaya,1631303,POR,Forward,9.67,0.08,0.25,195.58,205.0,198.1,209.72,-2.52,-4.72
Evan Fournier,203095,NYK,Guard-Forward,13.0,0.13,0.22,198.12,205.0,196.75,209.04,1.37,-4.04
DaQuan Jeffries,1629610,,Guard-Forward,2.8,0.19,0.2,195.58,222.0,199.69,213.16,-4.11,8.84
Kristaps Porzingis,204001,BOS,Forward-Center,29.79,0.32,0.34,218.44,240.0,204.16,230.02,14.28,9.98
Chris Duarte,1630537,SAC,Guard,13.23,0.14,0.32,195.58,190.0,195.32,206.93,0.26,-16.93
TyTy Washington Jr,1631102,MIL,Guard,2.5,0.21,0.42,190.5,195.0,194.03,193.71,-3.53,1.29
Caris LeVert,1627747,CLE,Guard,28.37,0.28,0.21,198.12,205.0,,,,
Jalen Smith,1630188,IND,Forward-Center,18.09,0.28,0.29,205.74,215.0,,,,
Dylan Windler,1629685,LAL,Guard-Forward,3.0,0.36,0.26,200.66,196.0,201.14,215.38,-0.48,-19.38
Pat Connaughton,1626192,MIL,Guard,20.79,0.11,0.26,195.58,209.0,197.6,213.4,-2.02,-4.4
Jae Crowder,203109,MIL,Forward,22.65,0.14,0.18,198.12,235.0,198.73,217.09,-0.61,17.91
Delon Wright,1626153,WAS,Guard,15.58,0.15,0.24,195.58,185.0,,,,
Johnny Davis,1631098,WAS,Guard,7.67,0.16,0.2,193.04,195.0,197.19,209.99,-4.15,-14.99
Landry Shamet,1629013,WAS,Guard,15.0,0.28,0.27,193.04,190.0,197.65,209.72,-4.61,-19.72
Ryan Rollins,1631157,,Guard,6.5,0.27,0.12,190.5,180.0,195.67,204.13,-5.17,-24.13
Bam Adebayo,1628389,MIA,Center-Forward,34.82,0.3,0.21,205.74,255.0,,,,
Tyler Herro,1629639,MIA,Guard,33.93,0.33,0.23,195.58,195.0,,,,
Dru Smith,1630696,MIA,Guard,14.44,0.18,0.31,187.96,203.0,196.22,208.14,-8.26,-5.14
Ben Simmons,1627732,BKN,Guard-Forward,29.71,0.16,0.28,208.28,240.0,201.52,225.46,6.76,14.54
Armoni Brooks,1629717,,Guard,10.3,0.21,0.21,190.5,195.0,198.86,212.16,-8.36,-17.16
Jalen Wilson,1630592,BKN,Forward,9.64,0.22,0.2,198.12,220.0,198.7,214.03,-0.58,5.97
Zach LaVine,203897,CHI,Guard,34.88,0.29,0.2,195.58,200.0,198.07,213.22,-2.49,-13.22
Jerome Robinson,1629010,GSW,Guard,3.86,0.02,0.09,195.58,190.0,198.17,208.92,-2.59,-18.92
Lindy Waters III,1630322,OKC,Forward,7.28,0.17,0.26,198.12,210.0,197.18,207.95,0.94,2.05
Grant Williams,1629684,DAL,Forward,26.55,0.14,0.24,198.12,236.0,202.54,227.52,-4.42,8.48
Josh Green,1630182,DAL,Guard,26.86,0.14,0.25,195.58,200.0,196.69,209.76,-1.11,-9.76
Marcus Smart,203935,MEM,Guard,30.15,0.24,0.16,190.5,220.0,198.62,217.98,-8.12,2.02
Luke Kennard,1628379,MEM,Guard,24.67,0.21,0.21,195.58,206.0,197.37,209.93,-1.79,-3.93
Jake LaRavia,1631222,MEM,Forward,11.09,0.16,0.3,200.66,235.0,198.72,210.86,1.94,24.14
Jerami Grant,203924,POR,Forward,33.6,0.32,0.2,200.66,210.0,199.99,219.31,0.67,-9.31
Deandre Ayton,1629028,POR,Center,31.75,0.24,0.32,213.36,247.0,205.52,234.18,7.84,12.82
Robert Williams III,1629057,POR,Center-Forward,19.83,0.18,0.34,205.74,249.0,202.59,230.14,3.15,18.86
Stanley Umude,1630649,DET,Guard,10.27,0.19,0.31,198.12,210.0,198.75,212.79,-0.63,-2.79
Jared Rhoden,1631197,DET,Guard,6.0,0.21,0.16,195.58,210.0,198.13,207.71,-2.55,2.29
Matt Ryan,1630346,NOP,Forward,23.0,0.17,0.2,198.12,215.0,197.67,211.18,0.45,3.82
Dereon Seabron,1631220,NOP,Guard,10.4,0.09,0.16,195.58,180.0,195.45,209.59,0.13,-29.59
Larry Nance Jr,1626204,NOP,Forward-Center,17.71,0.16,0.25,203.2,245.0,204.77,232.07,-1.57,12.93
Jock Landale,1629111,HOU,Center,9.22,0.12,0.28,210.82,255.0,204.75,232.21,6.07,22.79
Lauri Markkanen,1628374,UTA,Forward-Center,32.54,0.34,0.27,213.36,240.0,202.05,224.78,11.31,15.22
Jaden McDaniels,1630183,MIN,Forward,28.74,0.21,0.23,205.74,185.0,,,,
Moussa Diabate,1631217,LAC,Forward,5.8,0.26,0.41,205.74,210.0,202.43,223.82,3.31,-13.82
Bradley Beal,203078,PHX,Guard,33.17,0.27,0.25,193.04,207.0,197.82,212.71,-4.78,-5.71
Alex Len,203458,SAC,Center,8.82,0.14,0.29,213.36,250.0,206.55,233.99,6.81,16.01
Amari Bailey,1641735,CHA,Guard,5.0,0.18,0.28,190.5,185.0,197.7,205.17,-7.2,-20.17
Jalen Johnson,1630552,ATL,Forward,33.0,0.24,0.27,203.2,219.0,201.05,221.91,2.15,-2.91
Jonathan Isaac,1628371,ORL,Forward,14.13,0.23,0.2,208.28,230.0,202.38,223.21,5.9,6.79
Jamaree Bouyea,1631123,,Guard,9.5,0.09,0.21,187.96,180.0,196.0,204.71,-8.04,-24.71
Ish Wainright,1630688,,Forward,6.71,0.2,0.04,195.58,250.0,201.1,217.1,-5.52,32.9
Gui Santos,1630611,GSW,Forward,5.83,0.16,0.26,198.12,185.0,198.72,215.07,-0.6,-30.07
Emoni Bates,1641734,CLE,Forward,7.8,0.14,0.3,203.2,170.0,195.25,206.19,7.95,-36.19
Gradey Dick,1641711,TOR,Guard-Forward,13.69,0.15,0.22,198.12,200.0,197.26,210.38,0.86,-10.38
Filip Petrusev,1630196,,Center,3.0,0.09,0.0,210.82,225.0,204.17,224.84,6.65,0.16
Sidy Cissoko,1631321,SAS,Guard,6.2,0.09,0.1,198.12,200.0,199.74,212.0,-1.62,-12.0
Brice Sensabaugh,1641729,UTA,Forward,2.75,0.19,0.08,195.58,235.0,197.24,198.9,-1.66,36.1
Nate Hinton,1630207,HOU,Guard-Forward,4.38,0.15,0.29,195.58,210.0,196.82,202.93,-1.24,7.07
Jermaine Samuels Jr,1631257,HOU,Forward,4.89,0.15,0.2,198.12,230.0,200.11,208.76,-1.99,21.24
Cam Whitmore,1641715,HOU,Forward,16.54,0.35,0.21,200.66,230.0,198.59,213.97,2.07,16.03
GG Jackson,1641713,MEM,Forward,15.4,0.27,0.24,205.74,210.0,198.72,212.75,7.02,-2.75
Shaquille Harrison,1627885,,Guard,2.0,0.17,0.32,193.04,195.0,197.69,212.12,-4.65,-17.12
Leonard Miller,1631159,MIN,Forward,3.8,0.36,0.23,208.28,210.0,200.64,214.75,7.64,-4.75
Gabe Vincent,1629216,LAL,Guard,25.6,0.12,0.23,187.96,200.0,194.53,207.86,-6.57,-7.86
Kobe Bufkin,1641723,ATL,Guard,2.0,0.28,0.19,195.58,195.0,193.23,204.83,2.35,-9.83
Amen Thompson,1641708,HOU,Guard-Forward,16.32,0.19,0.19,200.66,200.0,197.48,210.03,3.18,-10.03
Wendell Carter Jr,1628976,ORL,Center-Forward,25.36,0.21,0.31,208.28,270.0,206.11,233.89,2.17,36.11
Markelle Fultz,1628365,ORL,Guard,24.8,0.24,0.22,193.04,209.0,195.78,205.57,-2.74,3.43
Ty Jerome,1629660,CLE,Guard-Forward,7.5,0.21,0.35,195.58,195.0,195.5,203.32,0.08,-8.32
Noah Clowney,1641730,BKN,Forward,10.0,0.26,0.29,205.74,210.0,205.17,236.2,0.57,-26.2
RJ Hampton,1630181,MIA,Guard,9.5,0.08,0.21,193.04,175.0,193.57,203.75,-0.53,-28.75
EJ Liddell,1630604,NOP,Forward,2.88,0.08,0.32,198.12,240.0,200.72,215.34,-2.6,24.66
Ja Morant,1629630,MEM,Guard,35.33,0.38,0.27,187.96,174.0,197.32,207.99,-9.36,-33.99
Maxi Kleber,1628467,DAL,Forward,18.62,0.08,0.33,208.28,240.0,202.71,231.0,5.57,9.0
Mason Plumlee,203486,LAC,Forward-Center,17.5,0.19,0.32,208.28,254.0,204.56,228.82,3.72,25.18
Jordan Miller,1641757,LAC,Guard,4.0,0.28,0.42,195.58,194.0,196.68,216.84,-1.1,-22.84
Colin Castleton,1630658,LAL,Center,6.2,0.26,0.39,208.28,250.0,206.76,234.1,1.52,15.9
D'Moi Hodge,1641793,,Guard,5.71,0.16,0.3,190.5,188.0,195.14,201.57,-4.64,-13.57
Frank Ntilikina,1628373,CHA,Guard,8.6,0.06,0.2,193.04,200.0,,,,
JD Davison,1631120,BOS,Guard,3.0,0.18,0.15,185.42,195.0,191.67,191.15,-6.25,3.85
Javon Freeman-Liberty,1631241,TOR,Guard,2.0,0.75,0.5,190.5,190.0,201.8,225.2,-11.3,-35.2
Keyontae Johnson,1641749,OKC,Forward,8.17,0.1,0.13,193.04,230.0,,,,
Lester Quinones,1631311,GSW,Guard,6.9,0.21,0.2,193.04,208.0,197.6,207.64,-4.56,0.36
Joshua Primo,1630563,LAC,Guard,5.0,0.14,0.0,193.04,189.0,194.23,211.91,-1.19,-22.91
Alex Fudge,1641788,,Forward,3.5,0.23,0.64,203.2,200.0,202.04,218.93,1.16,-18.93
Keon Johnson,1630553,BKN,Guard,21.0,0.27,0.28,195.58,185.0,199.09,215.56,-3.51,-30.56
Markquis Nowell,1641806,TOR,Guard,4.0,0.29,0.38,170.18,160.0,194.29,202.81,-24.11,-42.81
Dariq Whitehead,1641727,BKN,Forward,12.0,0.04,0.42,198.12,220.0,198.22,208.25,-0.1,11.75
Jay Huff,1630643,DEN,Center,2.83,0.17,0.14,215.9,240.0,205.4,240.82,10.5,-0.82
Xavier Moon,1629875,LAC,Guard,6.0,0.08,0.46,182.88,165.0,192.92,199.51,-10.04,-34.51
Adama Sanogo,1641766,CHI,Forward,3.67,0.32,0.0,205.74,245.0,202.54,230.38,3.2,14.62
Dexter Dennis,1641926,,Guard,7.5,0.3,0.19,195.58,210.0,197.47,211.82,-1.89,-1.82
Greg Brown III,1630535,DAL,Forward,6.83,0.09,0.16,200.66,206.0,200.15,215.48,0.51,-9.48
Seth Lundy,1641754,ATL,Guard-Forward,5.78,0.15,0.37,193.04,220.0,,,,
Brandon Boston Jr,1630527,LAC,Guard,8.17,0.28,0.28,198.12,188.0,198.72,206.22,-0.6,-18.22
